text,lang,company,rating
".@EmmanuelMacron vous ne pouvez résoudre la crise climatique et protéger les emplois dans les commerces, si vous au… https://t.co/2xl9s7QKZE",fr,Amazon,Negative
Dans l'enfer des modérateurs Facebook - Invisibles #3 https://t.co/gIyyol4JZs,fr,Facebook,Very Negative
#Apple aura du mal à s'imposer dans le secteur du #streaming https://t.co/aQA4mbBhf8 via @geeko_lesoir,fr,Apple,Negative
"D’après Rian Johnson, #Apple refuse que les méchants utilisent un iPhone à l’écran. https://t.co/UrWjSQVsvj",fr,Apple,Negative
@minirop @__WiZee__ @Fildrong @amazon @Colis_Prive @ColisPriveSuivi D’ailleurs gros lol : j’ai un « signe par boîte… https://t.co/743u29VN9r,fr,Amazon,Irrelevant
"[NEWS]
Les temps durs continuent pour #Clearview AI 🤖 !
L’entreprise fait face à un nouveau problème. En effet,… https://t.co/GPKhMRz5G9",fr,Apple,Irrelevant
#facebook #instagram #twitter font zéro effort contre le #CoronaOutbreak #CoronavirusFrance #coronavirus,fr,Facebook,Very Negative
Le XDR Pro Display XD d'Apple est enfin sur Amazon – voici ce qu'il faut acheter si vous ne pouvez pas vous le perm… https://t.co/jOaPTWcqwf,fr,Apple,Neutral
Twitter ca devient facebook azbe,fr,Facebook,Irrelevant
iPhone Price Comparison https://t.co/dOMqDIUPTX #apple #iphone https://t.co/fo4iE15TLC,fr,Apple,Irrelevant
"[ÉVÈNEMENT] – Metsys était présent aux conférences de l’App Innovation Day de Microsoft ! 📌

Nos équipes ont pu déc… https://t.co/ojUFe1u4JC",fr,Microsoft,Positive
Sur #Facebook ça ne rigole pas hein @H2Bangoura @BahNomade @ZoubaireDiallo @ambangoura #lharmattan https://t.co/k4jxnflU5U,fr,Facebook,Negative
3M 8822 Lot de 3 Masques respiratoires filtrant coque avec soupape co... https://t.co/YNRQGN8ppH #Amazon,fr,Amazon,Irrelevant
Une photo publiée sur #Instagram obtient en moyenne 23% d’#engagement de + que si elle était publiée sur #Facebook.… https://t.co/uCN3QAC7r2,fr,Facebook,Negative
"🎟️  #Aukey Clavier Mécanique LED Rétro-éclairé Clavier Gaming avec Blue Switch, 105 Touches AZERTY Français Clavier… https://t.co/dQopcSwAPI",fr,Amazon,Irrelevant
Y’a pas le son de booba sur Apple Music c’est quoi ça encore,fr,Apple,Irrelevant
@agavnss_ jles ai trouvé sur amazon si tu veux👉🏼👈🏼,fr,Amazon,Irrelevant
Lumia has left the chat #chat #cat #lumia #instacat #instachat #eyes #love #pet #vsco #shotoniphone #iphone… https://t.co/lK9ZI58B6V,fr,Apple,Irrelevant
"5 MIL OK,
MAIS 5 MIL OK
MAIS 5 MIL OK
E 100 MIL OK! 💰
https://t.co/y05cyPZdCM",fr,Facebook,Irrelevant
@A_fondiste @Le___Doc Bon plan les acheter chez brico dépôt et les revendre le décuple sur Amazon 😂😂,fr,Amazon,Irrelevant
Missile Command : le célèbre jeu d'arcade d'Atari arrive sur iOS https://t.co/Cf4phoDiwf #iSoft #iPhone #Apple,fr,Apple,Irrelevant
#ERROR!,fr,Facebook,Irrelevant
"GDC 2020 : Microsoft, Epyc et Unity feront défection à cause du coronavirus https://t.co/YUqrBU0xbx #GDC2020 https://t.co/KKW2lxTWQV",fr,Microsoft,Negative
"Vous vous rappelez des disquettes 3.5"" ? Il en faudrait 37 pour stocker l'application #facebook pour #android ! https://t.co/Xf4AmB9mFQ",fr,Facebook,Neutral
@93Guetto @SpiritFennec @Apple Mais abruti t’utilise un iPad pour écrire t’es tweet sous prétexte que c’est des méc… https://t.co/NNqJx58UD9,fr,Apple,Neutral
"Vente Flash Oral B toujours en cours jusqu'au 8 mars.
#amazon #dent #hygiene #venteflash #gooddeal… https://t.co/LXSaQsUuSA",fr,Amazon,Irrelevant
Comment supprimer votre compte Amazon https://t.co/6nyqw2ofsF https://t.co/QnnuUquEzn,fr,Amazon,Neutral
"#Microsoft fournit une feuille de route sur le travail qui sera effectué sur #VisualStudio jusqu'en juin 2020, qui… https://t.co/3VPOccrjBA",fr,Microsoft,Positive
Les ouïgours envoyés comme travailleurs esclaves pour Nike en chine ! Le travail rend la liberté ! Chine= nazis du… https://t.co/jTrIh8YkRP,fr,Apple,Very Negative
"19,23 € au lieu de 28,99 € en vente flash #amazon
#gooddeal #travaux #securite #venteflash https://t.co/UuSokzzsao https://t.co/GrjXcdR8oF",fr,Amazon,Irrelevant
"Pssst... et si vous alliez voir notre page #Facebook https://t.co/MwbGc1Tguc ? Et si, en plus, vous cliquiez sur ""J… https://t.co/YnB9dj4VoE",fr,Facebook,Irrelevant
@Conflits_FR Un colis @amazon ?,fr,Amazon,Irrelevant
"@holahellogirl Bonsoir, pour amazon prime on a pas grand chose à proposé, pour Netflix non plus, mais pour spotify… https://t.co/g0OIf752Hs",fr,Amazon,Irrelevant
Ça me fait trop penser à mon coiffeur 🥺🤧❤️ https://t.co/FgsaVnvuX1,fr,Apple,Irrelevant
"@Cole_Hamed @XboxFR @XboxP3 Vous le faîtes exprès ? Vous croyez qu'ils vont tout dévoiler maintenant ? 

Et Microso… https://t.co/N1eqf0wwrJ",fr,Microsoft,Irrelevant
Les pubs Facebook ciblent PARFAITEMENT mes attentes. https://t.co/9ljjjKwP8x,fr,Facebook,Very Positive
#raoulpbrosseau fait le ménage. Grosse braderie sur les vanités. Pour tenter l'humilité. D'autres crânes sont visib… https://t.co/UlbLHMtggQ,fr,Facebook,Irrelevant
"#Microsoft amorce le déploiement de son navigateur Edge basé sur Chromium, tandis que #Google recommande aux utilis… https://t.co/IcfLbaXpBm",fr,Microsoft,Positive
"#Walmart continue de chasser sur les terres d'#Amazon
L’enseigne représente déjà 5 % des parts de marché du… https://t.co/6fXVRvIjhp",fr,Amazon,Negative
Amazon Prime Vidéo : un trailer pour Tales from The Loop de Matt Reeves https://t.co/RJ7Hq08P5P,fr,Amazon,Irrelevant
#SQL to #Kusto query translation - Azure Data Explorer | Microsoft Docs https://t.co/jAEqzMDMPe,fr,Microsoft,Irrelevant
"Découvrez DANA la coque iPhone antichoc et transparente pour iPhone 11, 11 Pro et 11 Pro Max #antichoc #shopsystem… https://t.co/pBHjXEgcab",fr,Apple,Irrelevant
Une IA d’Amazon génère des images de vêtements correspondantes à des requêtes de texte https://t.co/2qW5fD7oK0 #amazon #IA,fr,Amazon,Irrelevant
"la chloroquine, serait efficace contre le coronavirus.
à confirmer dans les prochains jours
https://t.co/uMmtP7FxWm",fr,Facebook,Irrelevant
@malaureeparnas1 apple music pour moi,fr,Apple,Irrelevant
Phew... y ahora FUT Champions | FIFA 20 #EJotaSinControl #FIFA20 #UltimateTeam #FUT20 #FIFA #Futbol #Football… https://t.co/1mXi4GNy5U,fr,Facebook,Irrelevant
Battle Racing Stars : le nouveau jeu multijoueur de Halfbrick Studios https://t.co/LM4xSaHZ5T #iSoft #iPhone #Apple,fr,Apple,Irrelevant
@NellyElMakhoura @CAROLE_SAMAHA Laaaaa ma l2it chi jdid 3ala apple music 🥺,fr,Apple,Irrelevant
"Une décision de bon sens : #Microsoft a perdu la guerre des assistants vocaux grand public. 

#Cortana était conçu… https://t.co/mMItwyqPUw",fr,Microsoft,Negative
@serraultA @GardoinM si vous saviez tous les comptes #Facebook #twitter que l'on m'attribue bientôt vous allez auss… https://t.co/nHLh3IuFfD,fr,Facebook,Neutral
